x,y
286.82509041696716,381.58758464550584
288.25039741890004,386.09956118014986
288.47104636244956,358.9836741815651
288.5809135641687,352.59757038930604
288.65656353523144,365.66812409161287
289.0988281503088,373.93842390289853
291.8758467069391,376.6117334077104
292.6564515008657,381.94843125950734
292.9378395040187,374.25522880726845
293.0283264571011,388.82102251513606
293.248541923334,369.12423480584994
293.5855026698292,362.1521072856162
294.54881694547595,354.2780544559605
296.5121514177679,361.80785613549193
297.1016842190113,373.00084276604895
299.65410197035993,361.1819770323917
